id,wnvpresent
1,3.4098e-05
2,3.4098e-05
3,3.4098e-05
4,3.4098e-05
5,1.9084666e-06
6,3.4098e-05
7,3.4098e-05
8,3.4098e-05
9,3.4098e-05
10,3.4098e-05
11,3.4098e-05
12,3.4098e-05
13,1.9084666e-06
14,3.4098e-05
15,3.4098e-05
16,3.4098e-05
17,3.4098e-05
18,3.4098e-05
19,3.4098e-05
20,3.4098e-05
21,1.9084666e-06
22,3.4098e-05
23,3.4098e-05
24,3.4098e-05
25,3.4098e-05
26,3.4098e-05
27,3.4098e-05
28,3.4098e-05
29,1.9084666e-06
30,3.4098e-05
31,3.4098e-05
32,3.4098e-05
33,3.4098e-05
34,3.4098e-05
35,3.4098e-05
36,3.4098e-05
37,1.9084666e-06
38,3.4098e-05
39,3.4098e-05
40,3.4098e-05
41,3.4098e-05
42,7.3810236e-07
43,8.951027e-08
44,8.951027e-08
45,1.1374443e-08
46,8.951027e-08
47,8.951027e-08
48,8.951027e-08
49,8.951027e-08
50,8.951027e-08
51,8.951027e-08
52,8.951027e-08
53,1.1374443e-08
54,8.951027e-08
55,8.951027e-08
56,8.951027e-08
57,8.951027e-08
58,8.951027e-08
59,8.951027e-08
60,8.951027e-08
61,1.1374443e-08
62,8.951027e-08
63,8.951027e-08
64,8.951027e-08
65,8.951027e-08
66,8.951027e-08
67,8.951027e-08
68,8.951027e-08
69,1.1374443e-08
70,8.951027e-08
71,8.951027e-08
72,8.951027e-08
73,8.951027e-08
74,8.951027e-08
75,8.951027e-08
76,8.951027e-08
77,1.1374443e-08
78,8.951027e-08
79,8.951027e-08
80,8.951027e-08
81,8.951027e-08
82,8.951027e-08
83,8.951027e-08
84,8.951027e-08
85,1.1374443e-08
86,8.951027e-08
87,8.951027e-08
88,8.951027e-08
89,8.951027e-08
90,8.951027e-08
91,8.951027e-08
92,8.951027e-08
93,1.1374443e-08
94,8.951027e-08
95,8.951027e-08
96,8.951027e-08
97,8.951027e-08
98,8.951027e-08
99,8.951027e-08
100,8.951027e-08
101,1.1374443e-08
102,8.951027e-08
103,8.951027e-08
104,8.951027e-08
105,8.951027e-08
106,8.951027e-08
107,8.951027e-08
108,8.951027e-08
109,1.1374443e-08
110,8.951027e-08
111,8.951027e-08
112,8.951027e-08
113,8.951027e-08
114,8.951027e-08
115,8.951027e-08
116,8.951027e-08
117,1.1374443e-08
118,8.951027e-08
119,8.951027e-08
120,8.951027e-08
121,8.951027e-08
122,8.951027e-08
123,8.951027e-08
124,8.951027e-08
125,1.1374443e-08
126,8.951027e-08
127,8.951027e-08
128,8.951027e-08
129,8.951027e-08
130,8.951027e-08
131,8.951027e-08
132,8.951027e-08
133,1.1374443e-08
134,8.951027e-08
135,8.951027e-08
136,8.951027e-08
137,8.951027e-08
138,8.951027e-08
139,8.951027e-08
140,8.951027e-08
141,1.1374443e-08
142,8.951027e-08
143,8.951027e-08
144,8.951027e-08
145,8.951027e-08
146,8.951027e-08
147,8.951027e-08
148,8.951027e-08
149,1.1374443e-08
150,8.951027e-08
151,8.951027e-08
152,8.951027e-08
153,8.951027e-08
154,8.951027e-08
155,8.951027e-08
156,8.951027e-08
157,1.1374443e-08
158,8.951027e-08
159,8.951027e-08
160,8.951027e-08
161,8.951027e-08
162,8.951027e-08
163,8.951027e-08
164,8.951027e-08
165,1.1374443e-08
166,8.951027e-08
167,8.951027e-08
168,8.951027e-08
169,8.951027e-08
170,8.951027e-08
171,8.951027e-08
172,8.951027e-08
173,1.1374443e-08
174,8.951027e-08
175,8.951027e-08
176,8.951027e-08
177,8.951027e-08
178,8.951027e-08
179,8.951027e-08
180,8.951027e-08
181,1.1374443e-08
182,8.951027e-08
183,8.951027e-08
184,8.951027e-08
185,8.951027e-08
186,8.951027e-08
187,8.951027e-08
188,8.951027e-08
189,1.1374443e-08
190,8.951027e-08
191,8.951027e-08
192,8.951027e-08
193,8.951027e-08
194,8.951027e-08
195,8.951027e-08
196,8.951027e-08
197,1.1374443e-08
198,8.951027e-08
199,8.951027e-08
200,8.951027e-08
201,8.951027e-08
202,8.951027e-08
203,8.951027e-08
204,8.951027e-08
205,1.1374443e-08
206,8.951027e-08
207,8.951027e-08
208,8.951027e-08
209,8.951027e-08
210,8.951027e-08
211,8.951027e-08
212,8.951027e-08
213,1.1374443e-08
214,8.951027e-08
215,8.951027e-08
216,8.951027e-08
217,8.951027e-08
218,8.951027e-08
219,8.951027e-08
220,8.951027e-08
221,1.1374443e-08
222,8.951027e-08
223,8.951027e-08
224,8.951027e-08
225,8.951027e-08
226,8.951027e-08
227,8.951027e-08
228,8.951027e-08
229,1.1374443e-08
230,8.951027e-08
231,8.951027e-08
232,8.951027e-08
233,8.951027e-08
234,8.951027e-08
235,8.951027e-08
236,8.951027e-08
237,1.1374443e-08
238,8.951027e-08
239,8.951027e-08
240,8.951027e-08
241,8.951027e-08
242,8.951027e-08
243,8.951027e-08
244,8.951027e-08
245,1.1374443e-08
246,8.951027e-08
247,8.951027e-08
248,8.951027e-08
249,8.951027e-08
250,8.951027e-08
251,8.951027e-08
252,8.951027e-08
253,1.1374443e-08
254,8.951027e-08
255,8.951027e-08
256,8.951027e-08
257,8.951027e-08
258,8.951027e-08
259,8.951027e-08
260,8.951027e-08
261,1.1374443e-08
262,8.951027e-08
263,8.951027e-08
264,8.951027e-08
265,8.951027e-08
266,8.951027e-08
267,8.951027e-08
268,8.951027e-08
269,1.1374443e-08
270,8.951027e-08
271,8.951027e-08
272,8.951027e-08
273,8.951027e-08
274,8.951027e-08
275,8.951027e-08
276,8.951027e-08
277,1.1374443e-08
278,8.951027e-08
279,8.951027e-08
280,8.951027e-08
281,8.951027e-08
282,8.951027e-08
283,8.951027e-08
284,8.951027e-08
285,1.1374443e-08
286,8.951027e-08
287,8.951027e-08
288,8.951027e-08
289,8.951027e-08
290,8.951027e-08
291,8.951027e-08
292,8.951027e-08
293,1.1374443e-08
294,8.951027e-08
295,8.951027e-08
296,8.951027e-08
297,8.951027e-08
298,8.951027e-08
299,8.951027e-08
300,8.951027e-08
301,1.1374443e-08
302,8.951027e-08
303,8.951027e-08
304,8.951027e-08
305,8.951027e-08
306,8.951027e-08
307,8.951027e-08
308,8.951027e-08
309,1.1374443e-08
310,8.951027e-08
311,8.951027e-08
312,8.951027e-08
313,8.951027e-08
314,8.951027e-08
315,8.951027e-08
316,8.951027e-08
317,1.1374443e-08
318,8.951027e-08
319,8.951027e-08
320,8.951027e-08
321,8.951027e-08
322,8.951027e-08
323,8.951027e-08
324,8.951027e-08
325,1.1374443e-08
326,8.951027e-08
327,8.951027e-08
328,8.951027e-08
329,8.951027e-08
330,8.951027e-08
331,8.951027e-08
332,8.951027e-08
333,1.1374443e-08
334,8.951027e-08
335,8.951027e-08
336,8.951027e-08
337,8.951027e-08
338,8.951027e-08
339,8.951027e-08
340,8.951027e-08
341,1.1374443e-08
342,8.951027e-08
343,8.951027e-08
344,8.951027e-08
345,8.951027e-08
346,8.951027e-08
347,8.951027e-08
348,8.951027e-08
349,1.1374443e-08
350,8.951027e-08
351,8.951027e-08
352,8.951027e-08
353,8.951027e-08
354,8.951027e-08
355,8.951027e-08
356,8.951027e-08
357,1.1374443e-08
358,8.951027e-08
359,8.951027e-08
360,8.951027e-08
361,8.951027e-08
362,8.951027e-08
363,8.951027e-08
364,8.951027e-08
365,1.1374443e-08
366,8.951027e-08
367,8.951027e-08
368,8.951027e-08
369,8.951027e-08
370,8.951027e-08
371,8.951027e-08
372,8.951027e-08
373,1.1374443e-08
374,8.951027e-08
375,8.951027e-08
376,8.951027e-08
377,8.951027e-08
378,8.951027e-08
379,8.951027e-08
380,8.951027e-08
381,1.1374443e-08
382,8.951027e-08
383,8.951027e-08
384,8.951027e-08
385,8.951027e-08
386,8.951027e-08
387,8.951027e-08
388,8.951027e-08
389,1.1374443e-08
390,8.951027e-08
391,8.951027e-08
392,8.951027e-08
393,8.951027e-08
394,8.951027e-08
395,8.951027e-08
396,8.951027e-08
397,1.1374443e-08
398,8.951027e-08
399,8.951027e-08
400,8.951027e-08
401,8.951027e-08
402,8.951027e-08
403,8.951027e-08
404,8.951027e-08
405,1.1374443e-08
406,8.951027e-08
407,8.951027e-08
408,8.951027e-08
409,8.951027e-08
410,8.951027e-08
411,8.951027e-08
412,8.951027e-08
413,1.1374443e-08
414,8.951027e-08
415,8.951027e-08
416,8.951027e-08
417,8.951027e-08
418,8.951027e-08
419,8.951027e-08
420,8.951027e-08
421,1.1374443e-08
422,8.951027e-08
423,8.951027e-08
424,8.951027e-08
425,8.951027e-08
426,8.951027e-08
427,8.951027e-08
428,8.951027e-08
429,1.1374443e-08
430,8.951027e-08
431,8.951027e-08
432,8.951027e-08
433,8.951027e-08
434,8.951027e-08
435,8.951027e-08
436,8.951027e-08
437,1.1374443e-08
438,8.951027e-08
439,8.951027e-08
440,8.951027e-08
441,8.951027e-08
442,8.951027e-08
443,8.951027e-08
444,8.951027e-08
445,1.1374443e-08
446,8.951027e-08
447,8.951027e-08
448,8.951027e-08
449,8.951027e-08
450,8.951027e-08
451,8.951027e-08
452,8.951027e-08
453,1.1374443e-08
454,8.951027e-08
455,8.951027e-08
456,8.951027e-08
457,8.951027e-08
458,8.951027e-08
459,8.951027e-08
460,8.951027e-08
461,1.1374443e-08
462,8.951027e-08
463,8.951027e-08
464,8.951027e-08
465,8.951027e-08
466,8.951027e-08
467,8.951027e-08
468,8.951027e-08
469,1.1374443e-08
470,8.951027e-08
471,8.951027e-08
472,8.951027e-08
473,8.951027e-08
474,8.951027e-08
475,8.951027e-08
476,8.951027e-08
477,1.1374443e-08
478,8.951027e-08
479,8.951027e-08
480,8.951027e-08
481,8.951027e-08
482,8.951027e-08
483,8.951027e-08
484,8.951027e-08
485,1.1374443e-08
486,8.951027e-08
487,8.951027e-08
488,8.951027e-08
489,8.951027e-08
490,8.951027e-08
491,8.951027e-08
492,8.951027e-08
493,1.1374443e-08
494,8.951027e-08
495,8.951027e-08
496,8.951027e-08
497,8.951027e-08
498,8.951027e-08
499,8.951027e-08
500,8.951027e-08
501,1.1374443e-08
502,8.951027e-08
503,8.951027e-08
504,8.951027e-08
505,8.951027e-08
506,8.951027e-08
507,8.951027e-08
508,8.951027e-08
509,1.1374443e-08
510,8.951027e-08
511,8.951027e-08
512,8.951027e-08
513,8.951027e-08
514,8.951027e-08
515,8.951027e-08
516,8.951027e-08
517,1.1374443e-08
518,8.951027e-08
519,8.951027e-08
520,8.951027e-08
521,8.951027e-08
522,8.951027e-08
523,8.951027e-08
524,8.951027e-08
525,1.1374443e-08
526,8.951027e-08
527,8.951027e-08
528,8.951027e-08
529,8.951027e-08
530,8.951027e-08
531,8.951027e-08
532,8.951027e-08
533,1.1374443e-08
534,8.951027e-08
535,8.951027e-08
536,8.951027e-08
537,8.951027e-08
538,8.951027e-08
539,8.951027e-08
540,8.951027e-08
541,1.1374443e-08
542,8.951027e-08
543,8.951027e-08
544,8.951027e-08
545,8.951027e-08
546,8.951027e-08
547,8.951027e-08
548,8.951027e-08
549,1.1374443e-08
550,8.951027e-08
551,8.951027e-08
552,8.951027e-08
553,8.951027e-08
554,8.951027e-08
555,8.951027e-08
556,8.951027e-08
557,1.1374443e-08
558,8.951027e-08
559,8.951027e-08
560,8.951027e-08
561,8.951027e-08
562,8.951027e-08
563,8.951027e-08
564,8.951027e-08
565,1.1374443e-08
566,8.951027e-08
567,8.951027e-08
568,8.951027e-08
