resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_temp,average_cadence,workout_type
2,"{'id': 27603002, 'resource_state': 1}",BFT: XTX,0.0,3004,3004,0.0,Workout,HighIntensityIntervalTraining,10188011763,2023-11-09T10:55:10Z,2023-11-09T18:55:10Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,1,0,1,0,"{'id': 'a10188011763', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,153.7,171.0,False,True,0.0,0.0,10911512909,10911512909,61A8A64E-456A-476E-B98C-E18870F4A01F.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Strength,0.0,3622,3622,0.0,WeightTraining,WeightTraining,10179704851,2023-11-07T22:35:02Z,2023-11-08T06:35:02Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10179704851', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,122.3,155.0,False,True,0.0,0.0,10902917505,10902917505,4D07B8A5-8D2C-462B-A494-4BB9D55235B9.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio Summit,0.0,3107,3107,0.0,Workout,HighIntensityIntervalTraining,10176065754,2023-11-07T11:45:00Z,2023-11-07T19:45:00Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10176065754', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,149.5,178.0,False,True,0.0,0.0,10899163166,10899163166,5282D0B3-F238-4BCA-9516-35322588E8BC.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",Afternoon Weight Training,0.0,4144,4144,0.0,WeightTraining,WeightTraining,10176094458,2023-11-07T07:11:05Z,2023-11-07T15:11:05Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10176094458', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,117.8,156.0,False,True,0.0,0.0,10899192806,10899192806,AA73E603-02B8-47C0-8738-5351B658A725.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Pump,0.0,3044,3044,0.0,Workout,HighIntensityIntervalTraining,10168626554,2023-11-06T04:34:53Z,2023-11-06T12:34:53Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10168626554', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,137.5,159.0,False,True,0.0,0.0,10891385660,10891385660,035DCC7C-F2B6-4ECE-909E-638927E841BA.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Crewfit (Round 3),0.0,3047,3047,0.0,Workout,HighIntensityIntervalTraining,10152440573,2023-11-03T10:34:57Z,2023-11-03T18:34:57Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10152440573', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,156.1,177.0,False,True,0.0,0.0,10874364158,10874364158,D75B3290-006A-4E23-B148-320BFE7BBECD.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Crewfit (Round 2),0.0,3513,3513,0.0,Workout,HighIntensityIntervalTraining,10150713748,2023-11-02T23:44:53Z,2023-11-03T07:44:53Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10150713748', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,150.9,177.0,False,True,0.0,0.0,10872538769,10872538769,B00B7DC3-BBDB-4E19-BC8A-68E03D038CEE.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Crewfit,0.0,3065,3065,0.0,Workout,HighIntensityIntervalTraining,10150747925,2023-11-02T22:34:56Z,2023-11-03T06:34:56Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10150747925', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,151.4,174.0,False,True,0.0,0.0,10872574290,10872574290,6ACC4DFD-86C7-4030-AF5A-9C8A53A08567.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Beast Mode,0.0,3240,3240,0.0,Workout,HighIntensityIntervalTraining,10139115797,2023-10-31T22:35:09Z,2023-11-01T06:35:09Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10139115797', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,146.0,171.0,False,True,0.0,0.0,10860362779,10860362779,6C949512-51DC-4353-B8FD-2BD3EAFF3478.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Hyper,0.0,3090,3090,0.0,Workout,HighIntensityIntervalTraining,10135914291,2023-10-31T11:44:08Z,2023-10-31T19:44:08Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10135914291', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,125.7,150.0,False,True,0.0,0.0,10857028150,10857028150,27DE93B4-EB31-44B7-97DF-B88FEF81836B.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio HIIT (Round 2),0.0,3226,3226,0.0,Workout,HighIntensityIntervalTraining,10128243988,2023-10-29T23:45:44Z,2023-10-30T07:45:44Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10128243988', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,152.4,176.0,False,True,0.0,0.0,10848994121,10848994121,D7F943D2-FE5F-4A20-921A-BBEE6C9A9136.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio HIIT,0.0,3154,3154,0.0,Workout,HighIntensityIntervalTraining,10128263927,2023-10-29T22:34:09Z,2023-10-30T06:34:09Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10128263927', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,155.7,180.0,False,True,0.0,0.0,10849015149,10849015149,20BEEAD3-E7EC-4795-A563-8AAEEA67A3BB.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio HIIT,0.0,3265,3265,0.0,Workout,HighIntensityIntervalTraining,10105070393,2023-10-25T22:33:47Z,2023-10-26T06:33:47Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10105070393', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,150.0,180.0,False,True,0.0,0.0,10824707708,10824707708,B10DB327-E1B8-4431-9049-411B0F5CB6E4.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Pump,0.0,3985,3985,0.0,Workout,HighIntensityIntervalTraining,10099228921,2023-10-24T22:34:42Z,2023-10-25T06:34:42Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10099228921', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,112.7,142.0,False,True,0.0,0.0,10818646858,10818646858,087A8E03-E8E7-46A2-A56C-DE08D566AE4C.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio Summit (Round 2),0.0,3077,3077,0.0,Workout,HighIntensityIntervalTraining,10095798208,2023-10-24T11:45:01Z,2023-10-24T19:45:01Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10095798208', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,151.0,178.0,False,True,0.0,0.0,10815106814,10815106814,6A911A10-30D5-4519-B340-E4AFB82B304B.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio Summit,0.0,3295,3295,0.0,Workout,HighIntensityIntervalTraining,10093567009,2023-10-23T23:44:41Z,2023-10-24T07:44:41Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10093567009', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,148.3,172.0,False,True,0.0,0.0,10812780982,10812780982,C7852DE6-BD37-4BF1-8A81-38906A7A919C.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Strength Endurance Round 2,0.0,3109,3109,0.0,Workout,HighIntensityIntervalTraining,10088135357,2023-10-23T04:35:05Z,2023-10-23T12:35:05Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10088135357', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,149.3,176.0,False,True,0.0,0.0,10807127615,10807127615,21E189F4-B4FB-4E0B-9B5E-59853268FADC.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Strength Endurance,0.0,3000,3000,0.0,Workout,HighIntensityIntervalTraining,10087580188,2023-10-22T23:15:16Z,2023-10-23T07:15:16Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10087580188', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,144.0,170.0,False,True,0.0,0.0,10806528493,10806528493,3A46BDBA-B862-49B3-9D03-4938657F1A40.fit,False,0,0,False,,,
